timestamp,EMGID,mac_address,muscle,emg_value
2024-08-07 19:56:23.389,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.399,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.409,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.419,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.429,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.439,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.449,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.459,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.469,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.479,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 19:56:23.390,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.400,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.410,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.420,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.430,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.440,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.450,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.460,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.470,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.480,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 19:56:23.391,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.401,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.411,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.421,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.431,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.441,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.451,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.461,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.471,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.481,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.405,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.415,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.425,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.435,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.445,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.455,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.465,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.475,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.485,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.495,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 19:56:23.405,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.415,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.425,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.435,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.445,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.455,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.465,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.475,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.485,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.495,07,D4:8A:FC:C5:9E:12,L_Trapezius,0
2024-08-07 19:56:23.421,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.431,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.441,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.451,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.461,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.471,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.481,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.491,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.501,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.511,08,D4:8A:FC:C5:06:7E,R_Trapezius,0
2024-08-07 19:56:23.432,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.442,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.452,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.462,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.472,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.482,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.492,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.502,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.512,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.522,05,D4:8A:FC:C4:B0:C6,L_Latiss,0
2024-08-07 19:56:23.440,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.450,01,E4:65:B8:14:BA:9A,L_Biceps,26
2024-08-07 19:56:23.460,01,E4:65:B8:14:BA:9A,L_Biceps,80
2024-08-07 19:56:23.470,01,E4:65:B8:14:BA:9A,L_Biceps,106
2024-08-07 19:56:23.480,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.490,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.500,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.510,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.520,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.530,01,E4:65:B8:14:BA:9A,L_Biceps,0
2024-08-07 19:56:23.452,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.462,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.472,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.482,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.492,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.502,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.512,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.522,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.532,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.542,06,D4:8A:FC:C5:AB:32,R_Latiss,0
2024-08-07 19:56:23.481,03,E4:65:B8:14:79:5E,L_Deltoid,0
