timestamp,frame_id
2024-08-07_20-03-41.017774,1
2024-08-07_20-03-41.050664,2
2024-08-07_20-03-41.084891,3
2024-08-07_20-03-41.117132,4
2024-08-07_20-03-41.150894,5
2024-08-07_20-03-41.183965,6
2024-08-07_20-03-41.217253,7
2024-08-07_20-03-41.250617,8
2024-08-07_20-03-41.284201,9
2024-08-07_20-03-41.317181,10
2024-08-07_20-03-41.351537,11
2024-08-07_20-03-41.384468,12
2024-08-07_20-03-41.417375,13
2024-08-07_20-03-41.451113,14
2024-08-07_20-03-41.483976,15
2024-08-07_20-03-41.517126,16
2024-08-07_20-03-41.549078,17
2024-08-07_20-03-41.582403,18
2024-08-07_20-03-41.617536,19
2024-08-07_20-03-41.650023,20
2024-08-07_20-03-41.683312,21
2024-08-07_20-03-41.716926,22
2024-08-07_20-03-41.750467,23
2024-08-07_20-03-41.784246,24
2024-08-07_20-03-41.816661,25
2024-08-07_20-03-41.850280,26
2024-08-07_20-03-41.883904,27
2024-08-07_20-03-41.916593,28
2024-08-07_20-03-41.949974,29
2024-08-07_20-03-41.983983,30
2024-08-07_20-03-42.017450,31
2024-08-07_20-03-42.050283,32
2024-08-07_20-03-42.084130,33
2024-08-07_20-03-42.116847,34
2024-08-07_20-03-42.150553,35
2024-08-07_20-03-42.183843,36
2024-08-07_20-03-42.216827,37
2024-08-07_20-03-42.251005,38
2024-08-07_20-03-42.283878,39
2024-08-07_20-03-42.316772,40
2024-08-07_20-03-42.350045,41
2024-08-07_20-03-42.383664,42
2024-08-07_20-03-42.416844,43
2024-08-07_20-03-42.450045,44
2024-08-07_20-03-42.483610,45
2024-08-07_20-03-42.516646,46
2024-08-07_20-03-42.550078,47
2024-08-07_20-03-42.583489,48
2024-08-07_20-03-42.617029,49
2024-08-07_20-03-42.649909,50
2024-08-07_20-03-42.685485,51
2024-08-07_20-03-42.717038,52
2024-08-07_20-03-42.751128,53
2024-08-07_20-03-42.783713,54
2024-08-07_20-03-42.816935,55
2024-08-07_20-03-42.850100,56
2024-08-07_20-03-42.884176,57
2024-08-07_20-03-42.916801,58
2024-08-07_20-03-42.950119,59
2024-08-07_20-03-42.983346,60
2024-08-07_20-03-43.016638,61
2024-08-07_20-03-43.050149,62
2024-08-07_20-03-43.083661,63
2024-08-07_20-03-43.116711,64
2024-08-07_20-03-43.150006,65
2024-08-07_20-03-43.183673,66
2024-08-07_20-03-43.217152,67
2024-08-07_20-03-43.250198,68
2024-08-07_20-03-43.283395,69
2024-08-07_20-03-43.317439,70
2024-08-07_20-03-43.350155,71
2024-08-07_20-03-43.383672,72
2024-08-07_20-03-43.416746,73
2024-08-07_20-03-43.450712,74
2024-08-07_20-03-43.483257,75
2024-08-07_20-03-43.516719,76
2024-08-07_20-03-43.549932,77
2024-08-07_20-03-43.584165,78
2024-08-07_20-03-43.617981,79
2024-08-07_20-03-43.649934,80
2024-08-07_20-03-43.683288,81
2024-08-07_20-03-43.716926,82
2024-08-07_20-03-43.749824,83
2024-08-07_20-03-43.783861,84
2024-08-07_20-03-43.816736,85
2024-08-07_20-03-43.850260,86
2024-08-07_20-03-43.883378,87
2024-08-07_20-03-43.916955,88
2024-08-07_20-03-43.949522,89
2024-08-07_20-03-43.983212,90
2024-08-07_20-03-44.016808,91
2024-08-07_20-03-44.049604,92
2024-08-07_20-03-44.083502,93
2024-08-07_20-03-44.117018,94
2024-08-07_20-03-44.150748,95
