timestamp,frame_id
2024-08-07_21-17-45.992031,1
2024-08-07_21-17-46.023459,2
2024-08-07_21-17-46.056289,3
2024-08-07_21-17-46.089821,4
2024-08-07_21-17-46.124916,5
2024-08-07_21-17-46.157340,6
2024-08-07_21-17-46.192157,7
2024-08-07_21-17-46.223968,8
2024-08-07_21-17-46.257261,9
2024-08-07_21-17-46.290695,10
2024-08-07_21-17-46.356984,11
2024-08-07_21-17-46.423555,12
2024-08-07_21-17-46.457536,13
2024-08-07_21-17-46.491019,14
2024-08-07_21-17-46.523410,15
2024-08-07_21-17-46.557053,16
2024-08-07_21-17-46.590618,17
2024-08-07_21-17-46.622690,18
2024-08-07_21-17-46.656231,19
2024-08-07_21-17-46.690204,20
2024-08-07_21-17-46.725826,21
2024-08-07_21-17-46.757384,22
2024-08-07_21-17-46.791258,23
2024-08-07_21-17-46.823845,24
2024-08-07_21-17-46.856673,25
2024-08-07_21-17-46.890779,26
2024-08-07_21-17-46.923212,27
2024-08-07_21-17-46.957328,28
2024-08-07_21-17-46.990322,29
2024-08-07_21-17-47.024187,30
2024-08-07_21-17-47.056784,31
2024-08-07_21-17-47.091279,32
2024-08-07_21-17-47.123281,33
2024-08-07_21-17-47.156823,34
2024-08-07_21-17-47.191562,35
2024-08-07_21-17-47.221992,36
2024-08-07_21-17-47.256255,37
2024-08-07_21-17-47.287460,38
2024-08-07_21-17-47.320199,39
2024-08-07_21-17-47.357071,40
2024-08-07_21-17-47.390910,41
2024-08-07_21-17-47.423804,42
2024-08-07_21-17-47.456609,43
2024-08-07_21-17-47.490302,44
2024-08-07_21-17-47.523585,45
2024-08-07_21-17-47.556938,46
2024-08-07_21-17-47.590159,47
2024-08-07_21-17-47.624086,48
2024-08-07_21-17-47.656881,49
2024-08-07_21-17-47.690740,50
2024-08-07_21-17-47.723293,51
2024-08-07_21-17-47.756592,52
2024-08-07_21-17-47.790567,53
2024-08-07_21-17-47.823626,54
2024-08-07_21-17-47.857072,55
2024-08-07_21-17-47.890148,56
2024-08-07_21-17-47.924243,57
2024-08-07_21-17-47.956615,58
2024-08-07_21-17-47.991434,59
2024-08-07_21-17-48.023432,60
2024-08-07_21-17-48.056608,61
2024-08-07_21-17-48.090168,62
2024-08-07_21-17-48.123843,63
2024-08-07_21-17-48.156397,64
2024-08-07_21-17-48.190230,65
2024-08-07_21-17-48.223511,66
2024-08-07_21-17-48.256848,67
2024-08-07_21-17-48.290902,68
2024-08-07_21-17-48.323378,69
2024-08-07_21-17-48.356271,70
2024-08-07_21-17-48.389745,71
2024-08-07_21-17-48.424417,72
2024-08-07_21-17-48.457366,73
2024-08-07_21-17-48.489711,74
2024-08-07_21-17-48.522393,75
2024-08-07_21-17-48.556169,76
2024-08-07_21-17-48.590916,77
2024-08-07_21-17-48.623325,78
2024-08-07_21-17-48.656248,79
2024-08-07_21-17-48.690067,80
2024-08-07_21-17-48.723035,81
2024-08-07_21-17-48.757147,82
2024-08-07_21-17-48.789889,83
2024-08-07_21-17-48.823449,84
2024-08-07_21-17-48.856432,85
2024-08-07_21-17-48.891275,86
2024-08-07_21-17-48.923188,87
2024-08-07_21-17-48.956560,88
2024-08-07_21-17-48.990103,89
2024-08-07_21-17-49.023910,90
2024-08-07_21-17-49.056574,91
2024-08-07_21-17-49.090470,92
2024-08-07_21-17-49.123246,93
