timestamp,frame_id
2024-08-07_21-03-31.248436,1
2024-08-07_21-03-31.281893,2
2024-08-07_21-03-31.315469,3
2024-08-07_21-03-31.348352,4
2024-08-07_21-03-31.381492,5
2024-08-07_21-03-31.414529,6
2024-08-07_21-03-31.448069,7
2024-08-07_21-03-31.481327,8
2024-08-07_21-03-31.514494,9
2024-08-07_21-03-31.548705,10
2024-08-07_21-03-31.581512,11
2024-08-07_21-03-31.615455,12
2024-08-07_21-03-31.646367,13
2024-08-07_21-03-31.681125,14
2024-08-07_21-03-31.715852,15
2024-08-07_21-03-31.748688,16
2024-08-07_21-03-31.782288,17
2024-08-07_21-03-31.814779,18
2024-08-07_21-03-31.881553,19
2024-08-07_21-03-31.947947,20
2024-08-07_21-03-31.980952,21
2024-08-07_21-03-32.014391,22
2024-08-07_21-03-32.048073,23
2024-08-07_21-03-32.081426,24
2024-08-07_21-03-32.114893,25
2024-08-07_21-03-32.148220,26
2024-08-07_21-03-32.181034,27
2024-08-07_21-03-32.216043,28
2024-08-07_21-03-32.247414,29
2024-08-07_21-03-32.281024,30
2024-08-07_21-03-32.313881,31
2024-08-07_21-03-32.347916,32
2024-08-07_21-03-32.381062,33
2024-08-07_21-03-32.414326,34
2024-08-07_21-03-32.447536,35
2024-08-07_21-03-32.480994,36
2024-08-07_21-03-32.514393,37
2024-08-07_21-03-32.548130,38
2024-08-07_21-03-32.581255,39
2024-08-07_21-03-32.616210,40
2024-08-07_21-03-32.660978,41
2024-08-07_21-03-32.682600,42
2024-08-07_21-03-32.713694,43
2024-08-07_21-03-32.748035,44
2024-08-07_21-03-32.781789,45
2024-08-07_21-03-32.814684,46
2024-08-07_21-03-32.848077,47
2024-08-07_21-03-32.881418,48
2024-08-07_21-03-32.914649,49
2024-08-07_21-03-32.948275,50
2024-08-07_21-03-32.981868,51
2024-08-07_21-03-33.014688,52
2024-08-07_21-03-33.048773,53
2024-08-07_21-03-33.081549,54
2024-08-07_21-03-33.114774,55
2024-08-07_21-03-33.147811,56
2024-08-07_21-03-33.181537,57
2024-08-07_21-03-33.214400,58
2024-08-07_21-03-33.248344,59
2024-08-07_21-03-33.281035,60
2024-08-07_21-03-33.314455,61
2024-08-07_21-03-33.347902,62
2024-08-07_21-03-33.381042,63
2024-08-07_21-03-33.414563,64
2024-08-07_21-03-33.447752,65
2024-08-07_21-03-33.481541,66
2024-08-07_21-03-33.514352,67
2024-08-07_21-03-33.547787,68
2024-08-07_21-03-33.582908,69
2024-08-07_21-03-33.614591,70
2024-08-07_21-03-33.645932,71
2024-08-07_21-03-33.679481,72
2024-08-07_21-03-33.712182,73
2024-08-07_21-03-33.745965,74
2024-08-07_21-03-33.781420,75
2024-08-07_21-03-33.813952,76
2024-08-07_21-03-33.847393,77
2024-08-07_21-03-33.882644,78
2024-08-07_21-03-33.914378,79
2024-08-07_21-03-33.948133,80
2024-08-07_21-03-33.980965,81
2024-08-07_21-03-34.014372,82
2024-08-07_21-03-34.047704,83
2024-08-07_21-03-34.080936,84
2024-08-07_21-03-34.113848,85
2024-08-07_21-03-34.147853,86
2024-08-07_21-03-34.180740,87
2024-08-07_21-03-34.214097,88
2024-08-07_21-03-34.247754,89
2024-08-07_21-03-34.280928,90
2024-08-07_21-03-34.314000,91
2024-08-07_21-03-34.347525,92
2024-08-07_21-03-34.380820,93
2024-08-07_21-03-34.414003,94
