timestamp,EMG
2024-05-28_16-26-23.766972,"0.00,0.00"
2024-05-28_16-26-23.799647,"0.00,0.00"
2024-05-28_16-26-23.832408,"0.00,0.00"
2024-05-28_16-26-23.865146,"0.00,0.00"
2024-05-28_16-26-23.897994,"0.00,0.00"
2024-05-28_16-26-23.930557,"0.00,0.00"
2024-05-28_16-26-23.959307,"0.00,0.00"
2024-05-28_16-26-23.992068,"0.00,0.00"
2024-05-28_16-26-24.024853,"0.00,0.00"
2024-05-28_16-26-24.057702,"0.00,0.00"
2024-05-28_16-26-24.090361,"0.00,0.00"
2024-05-28_16-26-24.123057,"0.00,0.00"
2024-05-28_16-26-24.155841,"0.00,0.00"
2024-05-28_16-26-24.184649,"0.00,0.00"
2024-05-28_16-26-24.217423,"0.00,0.00"
2024-05-28_16-26-24.250171,"0.00,0.00"
2024-05-28_16-26-24.283013,"0.00,0.00"
2024-05-28_16-26-24.315665,"0.00,0.00"
2024-05-28_16-26-24.348375,"0.00,0.00"
2024-05-28_16-26-24.381096,"0.00,0.00"
2024-05-28_16-26-24.409892,"0.00,0.00"
2024-05-28_16-26-24.442596,"0.00,0.00"
2024-05-28_16-26-24.475443,"0.00,0.00"
2024-05-28_16-26-24.508190,"0.00,0.00"
2024-05-28_16-26-24.540913,"0.00,0.00"
2024-05-28_16-26-24.573727,"0.00,0.00"
2024-05-28_16-26-24.606489,"0.00,0.00"
2024-05-28_16-26-24.639124,"0.00,0.00"
2024-05-28_16-26-24.667897,"0.00,0.00"
2024-05-28_16-26-24.700603,"0.00,0.00"
2024-05-28_16-26-24.733404,"0.00,0.00"
2024-05-28_16-26-24.766170,"0.00,0.00"
2024-05-28_16-26-24.798899,"0.00,0.00"
2024-05-28_16-26-24.832663,"0.00,0.00"
2024-05-28_16-26-24.864421,"0.00,0.00"
2024-05-28_16-26-24.901172,"0.00,0.00"
2024-05-28_16-26-24.926005,"0.00,0.00"
2024-05-28_16-26-24.958814,"0.00,0.00"
2024-05-28_16-26-24.991524,"0.00,0.00"
2024-05-28_16-26-25.024213,"0.00,0.00"
2024-05-28_16-26-25.057052,"0.00,0.00"
2024-05-28_16-26-25.089647,"0.00,0.00"
2024-05-28_16-26-25.118466,"0.00,0.00"
2024-05-28_16-26-25.151190,"0.00,0.00"
2024-05-28_16-26-25.183975,"0.00,0.00"
2024-05-28_16-26-25.216743,"0.00,0.00"
2024-05-28_16-26-25.249462,"0.00,0.00"
2024-05-28_16-26-25.282261,"0.00,0.00"
2024-05-28_16-26-25.314966,"0.00,0.00"
2024-05-28_16-26-25.347715,"0.00,0.00"
2024-05-28_16-26-25.376465,"0.00,0.00"
2024-05-28_16-26-25.409257,"0.00,0.00"
2024-05-28_16-26-25.442027,"0.00,0.00"
2024-05-28_16-26-25.474803,"0.00,0.00"
2024-05-28_16-26-25.507556,"0.00,0.00"
2024-05-28_16-26-25.541611,"0.00,0.00"
2024-05-28_16-26-25.573020,"0.00,0.00"
2024-05-28_16-26-25.601697,"0.00,0.00"
2024-05-28_16-26-25.634494,"0.00,0.00"
2024-05-28_16-26-25.667449,"0.00,0.00"
2024-05-28_16-26-25.699991,"0.00,0.00"
2024-05-28_16-26-25.732784,"0.00,0.00"
2024-05-28_16-26-25.765665,"0.00,0.00"
2024-05-28_16-26-25.798259,"0.00,0.00"
2024-05-28_16-26-25.827006,"0.00,0.00"
2024-05-28_16-26-25.859882,"0.00,0.00"
2024-05-28_16-26-25.892553,"0.00,0.00"
2024-05-28_16-26-25.925308,"0.00,0.00"
2024-05-28_16-26-25.958999,"0.00,0.00"
2024-05-28_16-26-25.990903,"0.00,0.00"
2024-05-28_16-26-26.023606,"0.00,0.00"
2024-05-28_16-26-26.056255,"0.00,0.00"
2024-05-28_16-26-26.085047,"0.00,0.00"
2024-05-28_16-26-26.117818,"0.00,0.00"
2024-05-28_16-26-26.150630,"0.00,0.00"
2024-05-28_16-26-26.183317,"0.00,0.00"
2024-05-28_16-26-26.216245,"0.00,0.00"
2024-05-28_16-26-26.248946,"0.00,0.00"
2024-05-28_16-26-26.281685,"0.00,0.00"
2024-05-28_16-26-26.310331,"0.00,0.00"
2024-05-28_16-26-26.343116,"0.00,0.00"
2024-05-28_16-26-26.375891,"0.00,0.00"
2024-05-28_16-26-26.408656,"0.00,0.00"
2024-05-28_16-26-26.441410,"0.00,0.00"
2024-05-28_16-26-26.474158,"0.00,0.00"
2024-05-28_16-26-26.507022,"0.00,0.00"
2024-05-28_16-26-26.535698,"0.00,0.00"
2024-05-28_16-26-26.568378,"0.00,0.00"
2024-05-28_16-26-26.601126,"0.00,0.00"
2024-05-28_16-26-26.633890,"0.00,0.00"
2024-05-28_16-26-26.666700,"0.00,0.00"
2024-05-28_16-26-26.699713,"0.00,0.00"
2024-05-28_16-26-26.732163,"0.00,0.00"
2024-05-28_16-26-26.764808,"0.00,0.00"
2024-05-28_16-26-26.794019,"0.00,0.00"
2024-05-28_16-26-26.826472,"0.00,0.00"
2024-05-28_16-26-26.859271,"0.00,0.00"
2024-05-28_16-26-26.891938,"0.00,0.00"
2024-05-28_16-26-26.924671,"0.00,0.00"
2024-05-28_16-26-26.957593,"0.00,0.00"
2024-05-28_16-26-26.990129,"0.00,0.00"
2024-05-28_16-26-27.018939,"0.00,0.00"
2024-05-28_16-26-27.051668,"0.00,0.00"
2024-05-28_16-26-27.084849,"0.00,0.00"
2024-05-28_16-26-27.117572,"0.00,0.00"
2024-05-28_16-26-27.150385,"0.00,0.00"
2024-05-28_16-26-27.188743,"0.00,0.00"
2024-05-28_16-26-27.215658,"0.00,0.00"
2024-05-28_16-26-27.244271,"0.00,0.00"
2024-05-28_16-26-27.277037,"0.00,0.00"
2024-05-28_16-26-27.309730,"0.00,0.00"
2024-05-28_16-26-27.342539,"0.00,0.00"
2024-05-28_16-26-27.379154,"0.00,0.00"
2024-05-28_16-26-27.408176,"0.00,0.00"
2024-05-28_16-26-27.445252,"0.00,0.00"
2024-05-28_16-26-27.473399,"0.00,0.00"
2024-05-28_16-26-27.502228,"0.00,0.00"
2024-05-28_16-26-27.534994,"0.00,0.00"
2024-05-28_16-26-27.567834,"0.00,0.00"
2024-05-28_16-26-27.600776,"0.00,0.00"
2024-05-28_16-26-27.637622,"0.00,0.00"
2024-05-28_16-26-27.668132,"0.00,0.00"
2024-05-28_16-26-27.698915,"0.00,0.00"
2024-05-28_16-26-27.727518,"0.00,0.00"
2024-05-28_16-26-27.760377,"0.00,0.00"
2024-05-28_16-26-27.793149,"0.00,0.00"
2024-05-28_16-26-27.825791,"0.00,0.00"
2024-05-28_16-26-27.858761,"0.00,0.00"
2024-05-28_16-26-27.891339,"0.00,0.00"
2024-05-28_16-26-27.924056,"0.00,0.00"
2024-05-28_16-26-27.952789,"0.00,0.00"
2024-05-28_16-26-27.985562,"0.00,0.00"
2024-05-28_16-26-28.018390,"0.00,0.00"
2024-05-28_16-26-28.051175,"0.00,0.00"
2024-05-28_16-26-28.083957,"0.00,0.00"
2024-05-28_16-26-28.116730,"0.00,0.00"
2024-05-28_16-26-28.149442,"0.00,0.00"
2024-05-28_16-26-28.182034,"0.00,0.00"
2024-05-28_16-26-28.211872,"0.00,0.00"
2024-05-28_16-26-28.243673,"0.00,0.00"
2024-05-28_16-26-28.276363,"0.00,0.00"
2024-05-28_16-26-28.309134,"0.00,0.00"
2024-05-28_16-26-28.341896,"0.00,0.00"
2024-05-28_16-26-28.374908,"0.00,0.00"
2024-05-28_16-26-28.407430,"0.00,0.00"
2024-05-28_16-26-28.436070,"0.00,0.00"
2024-05-28_16-26-28.468827,"0.00,0.00"
2024-05-28_16-26-28.503081,"0.00,0.00"
2024-05-28_16-26-28.534449,"0.00,0.00"
2024-05-28_16-26-28.567233,"0.00,0.00"
2024-05-28_16-26-28.599989,"0.00,0.00"
2024-05-28_16-26-28.632631,"0.00,0.00"
2024-05-28_16-26-28.661388,"0.00,0.00"
2024-05-28_16-26-28.694191,"0.00,0.00"
2024-05-28_16-26-28.726910,"0.00,0.00"
2024-05-28_16-26-28.759683,"0.00,0.00"
2024-05-28_16-26-28.792558,"0.00,0.00"
2024-05-28_16-26-28.825184,"0.00,0.00"
2024-05-28_16-26-28.857969,"0.00,0.00"
2024-05-28_16-26-28.886793,"0.00,0.00"
2024-05-28_16-26-28.919392,"0.00,0.00"
2024-05-28_16-26-28.952280,"0.00,0.00"
2024-05-28_16-26-28.984978,"0.00,0.00"
2024-05-28_16-26-29.017788,"0.00,0.00"
2024-05-28_16-26-29.050500,"0.00,0.00"
2024-05-28_16-26-29.083199,"0.00,0.00"
2024-05-28_16-26-29.115896,"0.00,0.00"
2024-05-28_16-26-29.144806,"0.00,0.00"
2024-05-28_16-26-29.177458,"0.00,0.00"
2024-05-28_16-26-29.210254,"0.00,0.00"
2024-05-28_16-26-29.242994,"0.00,0.00"
2024-05-28_16-26-29.275774,"0.00,0.00"
2024-05-28_16-26-29.308501,"0.00,0.00"
2024-05-28_16-26-29.341450,"0.00,0.00"
2024-05-28_16-26-29.369984,"0.00,0.00"
2024-05-28_16-26-29.403048,"0.00,0.00"
2024-05-28_16-26-29.435466,"0.00,0.00"
2024-05-28_16-26-29.468411,"0.00,0.00"
2024-05-28_16-26-29.501072,"0.00,0.00"
2024-05-28_16-26-29.534136,"0.00,0.00"
2024-05-28_16-26-29.566549,"0.00,0.00"
2024-05-28_16-26-29.595367,"0.00,0.00"
2024-05-28_16-26-29.627979,"0.00,0.00"
2024-05-28_16-26-29.660797,"0.00,0.00"
2024-05-28_16-26-29.693531,"0.00,0.00"
2024-05-28_16-26-29.726270,"0.00,0.00"
2024-05-28_16-26-29.759078,"0.00,0.00"
2024-05-28_16-26-29.796552,"0.00,0.00"
2024-05-28_16-26-29.824743,"0.00,0.00"
2024-05-28_16-26-29.853252,"0.00,0.00"
2024-05-28_16-26-29.886066,"0.00,0.00"
2024-05-28_16-26-29.918823,"0.00,0.00"
2024-05-28_16-26-29.951564,"0.00,0.00"
2024-05-28_16-26-29.984402,"0.00,0.00"
2024-05-28_16-26-30.017327,"0.00,0.00"
2024-05-28_16-26-30.050098,"0.00,0.00"
2024-05-28_16-26-30.078533,"0.00,0.00"
2024-05-28_16-26-30.111351,"0.00,0.00"
2024-05-28_16-26-30.144076,"0.00,0.00"
2024-05-28_16-26-30.176825,"0.00,0.00"
2024-05-28_16-26-30.209969,"0.00,0.00"
2024-05-28_16-26-30.242377,"0.00,0.00"
2024-05-28_16-26-30.275110,"0.00,0.00"
2024-05-28_16-26-30.303846,"0.00,0.00"
2024-05-28_16-26-30.336522,"0.00,0.00"
2024-05-28_16-26-30.369396,"0.00,0.00"
2024-05-28_16-26-30.402078,"0.00,0.00"
2024-05-28_16-26-30.434859,"0.00,0.00"
2024-05-28_16-26-30.467775,"0.00,0.00"
2024-05-28_16-26-30.500511,"0.00,0.00"
2024-05-28_16-26-30.533072,"0.00,0.00"
2024-05-28_16-26-30.561842,"0.00,0.00"
2024-05-28_16-26-30.594854,"0.00,0.00"
2024-05-28_16-26-30.627365,"0.00,0.00"
2024-05-28_16-26-30.660248,"0.00,0.00"
2024-05-28_16-26-30.692943,"0.00,0.00"
2024-05-28_16-26-30.725709,"0.00,0.00"
2024-05-28_16-26-30.758424,"0.00,0.00"
2024-05-28_16-26-30.787139,"0.00,0.00"
2024-05-28_16-26-30.820313,"0.00,0.00"
2024-05-28_16-26-30.852668,"0.00,0.00"
2024-05-28_16-26-30.885426,"0.00,0.00"
2024-05-28_16-26-30.918181,"0.00,0.00"
2024-05-28_16-26-30.950926,"0.00,0.00"
2024-05-28_16-26-30.983678,"0.00,0.00"
2024-05-28_16-26-31.012381,"0.00,0.00"
2024-05-28_16-26-31.045140,"0.00,0.00"
2024-05-28_16-26-31.077915,"0.00,0.00"
2024-05-28_16-26-31.110737,"0.00,0.00"
2024-05-28_16-26-31.143475,"0.00,0.00"
2024-05-28_16-26-31.176246,"0.00,0.00"
2024-05-28_16-26-31.208885,"0.00,0.00"
2024-05-28_16-26-31.241627,"0.00,0.00"
2024-05-28_16-26-31.270501,"0.00,0.00"
2024-05-28_16-26-31.303192,"0.00,0.00"
2024-05-28_16-26-31.335956,"0.00,0.00"
2024-05-28_16-26-31.368994,"0.00,0.00"
2024-05-28_16-26-31.401475,"0.00,0.00"
2024-05-28_16-26-31.434247,"0.00,0.00"
2024-05-28_16-26-31.466942,"0.00,0.00"
2024-05-28_16-26-31.496378,"0.00,0.00"
2024-05-28_16-26-31.528460,"0.00,0.00"
2024-05-28_16-26-31.561236,"0.00,0.00"
2024-05-28_16-26-31.594027,"0.00,0.00"
2024-05-28_16-26-31.626787,"0.00,0.00"
2024-05-28_16-26-31.659554,"0.00,0.00"
2024-05-28_16-26-31.692246,"0.00,0.00"
2024-05-28_16-26-31.721042,"0.00,0.00"
2024-05-28_16-26-31.753712,"0.00,0.00"
2024-05-28_16-26-31.786488,"0.00,0.00"
2024-05-28_16-26-31.819282,"0.00,0.00"
2024-05-28_16-26-31.852080,"0.00,0.00"
2024-05-28_16-26-31.884835,"0.00,0.00"
2024-05-28_16-26-31.917863,"0.00,0.00"
2024-05-28_16-26-31.950222,"0.00,0.00"
2024-05-28_16-26-31.979016,"0.00,0.00"
2024-05-28_16-26-32.011802,"0.00,0.00"
2024-05-28_16-26-32.044740,"0.00,0.00"
2024-05-28_16-26-32.077318,"0.00,0.00"
2024-05-28_16-26-32.110087,"0.00,0.00"
2024-05-28_16-26-32.142937,"0.00,0.00"
2024-05-28_16-26-32.175632,"0.00,0.00"
2024-05-28_16-26-32.204581,"0.00,0.00"
2024-05-28_16-26-32.237120,"0.00,0.00"
2024-05-28_16-26-32.269951,"0.00,0.00"
2024-05-28_16-26-32.302587,"0.00,0.00"
2024-05-28_16-26-32.335522,"0.00,0.00"
2024-05-28_16-26-32.368117,"0.00,0.00"
2024-05-28_16-26-32.401028,"0.00,0.00"
2024-05-28_16-26-32.429514,"0.00,0.00"
2024-05-28_16-26-32.462345,"0.00,0.00"
2024-05-28_16-26-32.495105,"0.00,0.00"
2024-05-28_16-26-32.527922,"0.00,0.00"
2024-05-28_16-26-32.560573,"0.00,0.00"
2024-05-28_16-26-32.593398,"0.00,0.00"
2024-05-28_16-26-32.626130,"0.00,0.00"
2024-05-28_16-26-32.658856,"0.00,0.00"
2024-05-28_16-26-32.687615,"0.00,0.00"
2024-05-28_16-26-32.720365,"0.00,0.00"
2024-05-28_16-26-32.753340,"0.00,0.00"
2024-05-28_16-26-32.785912,"0.00,0.00"
2024-05-28_16-26-32.818796,"0.00,0.00"
2024-05-28_16-26-32.851425,"0.00,0.00"
2024-05-28_16-26-32.884104,"0.00,0.00"
2024-05-28_16-26-32.912860,"0.00,0.00"
2024-05-28_16-26-32.946490,"0.00,0.00"
2024-05-28_16-26-32.978392,"0.00,0.00"
2024-05-28_16-26-33.011184,"0.00,0.00"
2024-05-28_16-26-33.043937,"0.00,0.00"
2024-05-28_16-26-33.076763,"0.00,0.00"
2024-05-28_16-26-33.109568,"0.00,0.00"
2024-05-28_16-26-33.138144,"0.00,0.00"
2024-05-28_16-26-33.170903,"0.00,0.00"
2024-05-28_16-26-33.203709,"0.00,0.00"
2024-05-28_16-26-33.236441,"0.00,0.00"
2024-05-28_16-26-33.269236,"0.00,0.00"
2024-05-28_16-26-33.301964,"0.00,0.00"
