timestamp,EMG
2024-05-28_13-12-35.635067,"89.14,55.66"
2024-05-28_13-12-35.667721,"87.58,56.13"
2024-05-28_13-12-35.696478,"74.53,57.57"
2024-05-28_13-12-35.729233,"74.47,98.17"
2024-05-28_13-12-35.762058,"82.23,95.57"
2024-05-28_13-12-35.794760,"71.16,92.43"
2024-05-28_13-12-35.827626,"90.76,82.20"
2024-05-28_13-12-35.860275,"91.19,79.35"
2024-05-28_13-12-35.893004,"99.26,49.95"
2024-05-28_13-12-35.925683,"111.10,57.95"
2024-05-28_13-12-35.954474,"89.32,55.15"
2024-05-28_13-12-35.987285,"75.71,58.83"
2024-05-28_13-12-36.020020,"75.14,61.87"
2024-05-28_13-12-36.052813,"77.82,71.61"
2024-05-28_13-12-36.085574,"80.11,96.95"
2024-05-28_13-12-36.118296,"85.75,83.96"
2024-05-28_13-12-36.147110,"89.85,84.06"
2024-05-28_13-12-36.179788,"99.98,74.55"
2024-05-28_13-12-36.212545,"91.60,71.50"
2024-05-28_13-12-36.245340,"108.55,53.87"
2024-05-28_13-12-36.278085,"94.52,52.73"
2024-05-28_13-12-36.310832,"72.53,57.01"
2024-05-28_13-12-36.343549,"64.60,61.24"
2024-05-28_13-12-36.376264,"77.60,62.31"
2024-05-28_13-12-36.405076,"79.02,90.32"
2024-05-28_13-12-36.437836,"84.51,81.53"
2024-05-28_13-12-36.470624,"85.78,92.44"
2024-05-28_13-12-36.503403,"100.84,87.39"
2024-05-28_13-12-36.536151,"91.27,72.38"
2024-05-28_13-12-36.568840,"107.34,53.56"
2024-05-28_13-12-36.601575,"100.55,58.09"
2024-05-28_13-12-36.630409,"77.07,50.66"
2024-05-28_13-12-36.663122,"74.27,60.41"
2024-05-28_13-12-36.695944,"75.27,71.90"
2024-05-28_13-12-36.728638,"77.01,81.97"
2024-05-28_13-12-36.761411,"82.68,85.89"
2024-05-28_13-12-36.794158,"87.32,87.57"
2024-05-28_13-12-36.826838,"92.36,86.63"
2024-05-28_13-12-36.855650,"100.29,70.34"
2024-05-28_13-12-36.888392,"99.05,54.57"
2024-05-28_13-12-36.921203,"99.59,60.24"
2024-05-28_13-12-36.954013,"66.45,57.60"
2024-05-28_13-12-36.986725,"71.09,55.57"
2024-05-28_13-12-37.019446,"75.12,62.04"
2024-05-28_13-12-37.052175,"86.36,90.68"
2024-05-28_13-12-37.080918,"88.36,92.48"
2024-05-28_13-12-37.113771,"86.28,86.12"
2024-05-28_13-12-37.146508,"94.17,86.20"
2024-05-28_13-12-37.179261,"99.29,58.69"
2024-05-28_13-12-37.212057,"100.27,47.50"
2024-05-28_13-12-37.244911,"108.63,59.22"
2024-05-28_13-12-37.277457,"67.28,56.82"
2024-05-28_13-12-37.306215,"72.89,55.96"
2024-05-28_13-12-37.338994,"79.18,92.56"
2024-05-28_13-12-37.371791,"81.89,81.65"
2024-05-28_13-12-37.404579,"68.71,95.86"
2024-05-28_13-12-37.437336,"87.57,90.54"
2024-05-28_13-12-37.470052,"100.16,83.77"
2024-05-28_13-12-37.502766,"105.59,72.59"
2024-05-28_13-12-37.531517,"84.64,54.23"
2024-05-28_13-12-37.564289,"107.71,54.19"
2024-05-28_13-12-37.597059,"74.04,55.57"
2024-05-28_13-12-37.629920,"66.81,58.89"
2024-05-28_13-12-37.662597,"77.94,103.67"
2024-05-28_13-12-37.695337,"80.09,82.92"
2024-05-28_13-12-37.728038,"74.36,88.38"
2024-05-28_13-12-37.756793,"85.81,78.69"
2024-05-28_13-12-37.789575,"103.30,80.13"
2024-05-28_13-12-37.822312,"101.78,71.62"
2024-05-28_13-12-37.855091,"90.66,55.46"
2024-05-28_13-12-37.887932,"107.78,54.09"
2024-05-28_13-12-37.920652,"73.91,60.12"
2024-05-28_13-12-37.953364,"79.40,54.06"
2024-05-28_13-12-37.982099,"66.89,82.42"
2024-05-28_13-12-38.014913,"83.51,81.09"
2024-05-28_13-12-38.047675,"74.87,88.82"
2024-05-28_13-12-38.080407,"93.67,89.74"
2024-05-28_13-12-38.113261,"95.55,82.89"
2024-05-28_13-12-38.145963,"103.14,70.71"
2024-05-28_13-12-38.178618,"99.46,52.59"
2024-05-28_13-12-38.207412,"99.00,53.89"
2024-05-28_13-12-38.240144,"75.79,62.56"
2024-05-28_13-12-38.272927,"76.36,59.37"
2024-05-28_13-12-38.305668,"67.16,99.66"
2024-05-28_13-12-38.338461,"80.66,83.06"
2024-05-28_13-12-38.371246,"77.51,85.96"
2024-05-28_13-12-38.403935,"98.24,89.30"
2024-05-28_13-12-38.432675,"92.72,75.61"
2024-05-28_13-12-38.465455,"109.56,69.60"
2024-05-28_13-12-38.498397,"88.77,58.06"
2024-05-28_13-12-38.531036,"87.51,50.62"
2024-05-28_13-12-38.563762,"74.68,60.97"
2024-05-28_13-12-38.596539,"71.57,60.01"
2024-05-28_13-12-38.629254,"71.93,69.22"
2024-05-28_13-12-38.657983,"86.59,88.85"
2024-05-28_13-12-38.690737,"66.54,79.06"
2024-05-28_13-12-38.723525,"98.29,92.56"
2024-05-28_13-12-38.756321,"98.33,70.94"
2024-05-28_13-12-38.789071,"100.45,68.04"
2024-05-28_13-12-38.821826,"106.69,57.57"
2024-05-28_13-12-38.854536,"95.62,56.18"
2024-05-28_13-12-38.887257,"72.19,57.81"
2024-05-28_13-12-38.916058,"75.37,58.46"
2024-05-28_13-12-38.948774,"73.42,97.35"
2024-05-28_13-12-38.981587,"79.45,96.43"
