timestamp,EMG
2024-05-28_13-32-27.618101,"48.57,63.34"
2024-05-28_13-32-27.650833,"51.86,73.30"
2024-05-28_13-32-27.683655,"61.88,65.62"
2024-05-28_13-32-27.716328,"60.81,71.79"
2024-05-28_13-32-27.749025,"56.41,78.43"
2024-05-28_13-32-27.777837,"50.60,79.13"
2024-05-28_13-32-27.810627,"86.27,80.90"
2024-05-28_13-32-27.843409,"68.46,70.54"
2024-05-28_13-32-27.876108,"86.26,62.34"
2024-05-28_13-32-27.908886,"90.90,40.50"
2024-05-28_13-32-27.941617,"62.30,64.06"
2024-05-28_13-32-27.974310,"59.21,58.79"
2024-05-28_13-32-28.003082,"57.17,64.98"
2024-05-28_13-32-28.036009,"56.47,75.45"
2024-05-28_13-32-28.069083,"65.93,72.28"
2024-05-28_13-32-28.101432,"56.66,70.61"
2024-05-28_13-32-28.134268,"57.03,80.21"
2024-05-28_13-32-28.167728,"76.59,68.35"
2024-05-28_13-32-28.209339,"64.67,63.43"
2024-05-28_13-32-28.229634,"83.01,61.39"
2024-05-28_13-32-28.261217,"83.05,45.81"
2024-05-28_13-32-28.294002,"77.19,55.75"
2024-05-28_13-32-28.326729,"53.38,75.27"
2024-05-28_13-32-28.359625,"56.35,66.20"
2024-05-28_13-32-28.392235,"54.55,71.91"
2024-05-28_13-32-28.424930,"69.69,68.12"
2024-05-28_13-32-28.453734,"51.07,72.14"
2024-05-28_13-32-28.486564,"69.31,84.40"
2024-05-28_13-32-28.519277,"78.44,65.62"
2024-05-28_13-32-28.552056,"75.57,75.50"
2024-05-28_13-32-28.584712,"93.09,47.27"
2024-05-28_13-32-28.617481,"48.37,62.94"
2024-05-28_13-32-28.650165,"50.57,74.73"
2024-05-28_13-32-28.678935,"55.70,64.29"
2024-05-28_13-32-28.711755,"53.31,71.20"
2024-05-28_13-32-28.744463,"60.98,66.61"
2024-05-28_13-32-28.777263,"68.22,78.01"
2024-05-28_13-32-28.810075,"49.75,75.30"
2024-05-28_13-32-28.842789,"80.62,85.08"
2024-05-28_13-32-28.875544,"73.67,76.61"
2024-05-28_13-32-28.904229,"81.08,50.11"
2024-05-28_13-32-28.936957,"92.73,41.84"
2024-05-28_13-32-28.969777,"78.45,58.78"
2024-05-28_13-32-29.002554,"70.37,46.92"
2024-05-28_13-32-29.035303,"45.64,70.64"
2024-05-28_13-32-29.068105,"59.87,75.17"
2024-05-28_13-32-29.100757,"57.22,67.99"
2024-05-28_13-32-29.129554,"64.59,73.09"
