timestamp,EMG
2024-05-28_13-18-29.403988,"66,77.59"
2024-05-28_13-18-29.404619,"85.63,64.48"
2024-05-28_13-18-29.404869,"69.83,81.66"
2024-05-28_13-18-29.405145,"57.82,76.62"
2024-05-28_13-18-29.405401,".95,68.80"
2024-05-28_13-18-29.405595,"74.88,79.39"
2024-05-28_13-18-29.405808,"81.92,70.97"
2024-05-28_13-18-29.405980,"94.30,64.04"
2024-05-28_13-18-29.406120,"76.67,76.30"
2024-05-28_13-18-29.406251,"71.17,77.54"
2024-05-28_13-18-29.406391,"76.66,77.59"
2024-05-28_13-18-29.406531,"85.63,64.48"
2024-05-28_13-18-29.406642,"69.83,81.66"
2024-05-28_13-18-29.406750,"57.82,76.62"
2024-05-28_13-18-31.061062,"73.62,61.36"
2024-05-28_13-18-31.093563,"94.53,84.74"
2024-05-28_13-18-31.122318,"78.46,55.37"
2024-05-28_13-18-31.155126,"84.41,81.30"
2024-05-28_13-18-31.187878,"66.87,66.93"
2024-05-28_13-18-31.220623,"96.48,88.33"
2024-05-28_13-18-31.253415,"81.77,71.04"
2024-05-28_13-18-31.286183,"87.91,76.21"
2024-05-28_13-18-31.318869,"78.68,77.94"
2024-05-28_13-18-31.347634,"75.46,70.97"
2024-05-28_13-18-31.380381,"87.06,80.97"
2024-05-28_13-18-31.456778,"90.80,81.87"
2024-05-28_13-18-31.459185,"91.41,78.29"
2024-05-28_13-18-31.480461,"75.59,84.81"
2024-05-28_13-18-31.512017,"77.59,100.76"
2024-05-28_13-18-31.544151,"74.76,81.39"
2024-05-28_13-18-31.573494,"81.07,85.56"
2024-05-28_13-18-31.605858,"89.48,73.58"
2024-05-28_13-18-31.638525,"83.53,79.32"
2024-05-28_13-18-31.671290,"80.47,83.13"
2024-05-28_13-18-31.704008,"74.24,71.59"
2024-05-28_13-18-31.736773,"87.75,80.97"
2024-05-28_13-18-31.769442,"85.95,73.22"
2024-05-28_13-18-31.798147,"80.27,78.37"
2024-05-28_13-18-31.830932,"101.23,56.75"
2024-05-28_13-18-31.863719,"64.45,81.34"
2024-05-28_13-18-31.896473,"76.84,89.62"
2024-05-28_13-18-31.929301,"85.60,85.43"
2024-05-28_13-18-31.962145,"90.96,74.95"
2024-05-28_13-18-31.994746,"100.41,82.76"
2024-05-28_13-18-32.027416,"87.97,72.57"
2024-05-28_13-18-32.056207,"72.46,79.14"
2024-05-28_13-18-32.089001,"81.02,70.35"
2024-05-28_13-18-32.121787,"88.98,82.24"
