timestamp,frame_id
2024-08-07_21-26-02.248620,1
2024-08-07_21-26-02.280006,2
2024-08-07_21-26-02.313128,3
2024-08-07_21-26-02.346572,4
2024-08-07_21-26-02.379697,5
2024-08-07_21-26-02.413375,6
2024-08-07_21-26-02.448902,7
2024-08-07_21-26-02.480477,8
2024-08-07_21-26-02.513760,9
2024-08-07_21-26-02.547583,10
2024-08-07_21-26-02.580837,11
2024-08-07_21-26-02.613916,12
2024-08-07_21-26-02.647342,13
2024-08-07_21-26-02.680815,14
2024-08-07_21-26-02.713995,15
2024-08-07_21-26-02.746913,16
2024-08-07_21-26-02.780751,17
2024-08-07_21-26-02.814799,18
2024-08-07_21-26-02.847194,19
2024-08-07_21-26-02.880062,20
2024-08-07_21-26-02.913613,21
2024-08-07_21-26-02.946824,22
2024-08-07_21-26-02.980224,23
2024-08-07_21-26-03.013684,24
2024-08-07_21-26-03.047984,25
2024-08-07_21-26-03.080025,26
2024-08-07_21-26-03.113434,27
2024-08-07_21-26-03.147138,28
2024-08-07_21-26-03.180652,29
2024-08-07_21-26-03.213491,30
2024-08-07_21-26-03.247591,31
2024-08-07_21-26-03.280360,32
2024-08-07_21-26-03.313399,33
2024-08-07_21-26-03.347952,34
2024-08-07_21-26-03.380823,35
2024-08-07_21-26-03.413271,36
2024-08-07_21-26-03.447651,37
2024-08-07_21-26-03.480147,38
2024-08-07_21-26-03.513693,39
2024-08-07_21-26-03.546882,40
2024-08-07_21-26-03.579975,41
2024-08-07_21-26-03.613101,42
2024-08-07_21-26-03.647422,43
2024-08-07_21-26-03.680392,44
2024-08-07_21-26-03.714686,45
2024-08-07_21-26-03.746887,46
2024-08-07_21-26-03.780112,47
2024-08-07_21-26-03.813406,48
2024-08-07_21-26-03.847157,49
2024-08-07_21-26-03.879704,50
2024-08-07_21-26-03.914269,51
2024-08-07_21-26-03.946690,52
2024-08-07_21-26-03.979749,53
2024-08-07_21-26-04.013064,54
2024-08-07_21-26-04.048113,55
2024-08-07_21-26-04.079775,56
2024-08-07_21-26-04.113304,57
2024-08-07_21-26-04.147014,58
2024-08-07_21-26-04.180092,59
2024-08-07_21-26-04.213564,60
2024-08-07_21-26-04.247099,61
2024-08-07_21-26-04.279836,62
2024-08-07_21-26-04.312973,63
2024-08-07_21-26-04.347844,64
2024-08-07_21-26-04.380550,65
2024-08-07_21-26-04.413117,66
2024-08-07_21-26-04.446712,67
2024-08-07_21-26-04.479783,68
2024-08-07_21-26-04.512992,69
2024-08-07_21-26-04.547518,70
2024-08-07_21-26-04.579565,71
2024-08-07_21-26-04.615366,72
2024-08-07_21-26-04.647078,73
2024-08-07_21-26-04.678469,74
2024-08-07_21-26-04.712205,75
2024-08-07_21-26-04.746575,76
2024-08-07_21-26-04.779918,77
2024-08-07_21-26-04.813035,78
2024-08-07_21-26-04.846923,79
2024-08-07_21-26-04.879514,80
2024-08-07_21-26-04.913126,81
2024-08-07_21-26-04.947057,82
2024-08-07_21-26-04.980031,83
2024-08-07_21-26-05.012951,84
2024-08-07_21-26-05.046922,85
2024-08-07_21-26-05.080231,86
2024-08-07_21-26-05.112742,87
2024-08-07_21-26-05.146808,88
2024-08-07_21-26-05.180493,89
2024-08-07_21-26-05.212029,90
2024-08-07_21-26-05.245974,91
2024-08-07_21-26-05.280089,92
2024-08-07_21-26-05.313327,93
2024-08-07_21-26-05.346528,94
