timestamp,EMGID,mac_address,muscle,emg_value
2024-08-07 21:22:50.005,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.015,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.025,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.035,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.045,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.055,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.065,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.075,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.085,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.095,04,D4:8A:FC:C5:A5:CA,R_Deltoid,0
2024-08-07 21:22:50.033,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.043,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.053,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.063,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.073,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.083,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.093,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.103,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.113,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.123,02,D4:8A:FC:C5:8B:B2,R_Biceps,0
2024-08-07 21:22:50.056,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.066,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.076,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.086,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.096,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.106,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.116,03,E4:65:B8:14:79:5E,L_Deltoid,0
2024-08-07 21:22:50.126,03,E4:65:B8:14:79:5E,L_Deltoid,0
